SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
a41060519	2025-07-25	refactor	comments	refactor(comments): Replace 'compile' with 'build' in project code comments (#1361)	ZH-24	Core;GeneralsMD	29
b35dd5447	2025-07-25	docs		docs: Introduce conventional commits to CONTRIBUTING.md (#1361)			1
f9913a565	2025-08-02	unify	video	unify(video): Move Video files to Core (#1410)		Core;GeneralsMD	31
40afe821e	2025-08-02	unify	video	unify(video): Merge Video code (#1410)		Core;GeneralsMD	12
3db937327	2025-08-04	ci		ci: Fix up Replay Checker (#1417)			1
dec4d7d68	2025-08-04	ci		ci: Implement Replay Checker (#1366)			8
9f0a55eec	2025-08-03	feat	controlbar	feat(controlbar): Implement full viewport support for 'Control Bar Pro' Addons (#1412)		GeneralsMD	16
d2573a7f1	2025-07-29	unify	debug	unify(debug): Move GameEngine's Debug files to Core (#1384)		Core;GeneralsMD	9
8c52b6aee	2025-07-29	unify	debug	unify(debug): Merge GameEngine's Debug code (#1384)		GeneralsMD	3
aaac77db4	2025-08-03	unify	common	unify(common): Move RandomValue files to Core (#1388)		Core;GeneralsMD	12
3ac1832a2	2025-08-03	feat	file	feat(file): Implement functions in LocalFile for writing formatted strings to a file (#1414)		Core	5
5efeb0e61	2025-08-03	unify	crc	unify(crc): Move CRC files to Core (#1387)		Core;GeneralsMD	12
abd1b90fb	2025-08-03	chore	script	chore(script): Add script to help move files to Core (#1398)			1
45a02a433	2025-08-03	tweak	string	tweak(string): Implement functions in AsciiString, UnicodeString to return the byte count of the contained string (#1407)		Core	2
9c276512f	2025-08-03	bugfix	cpudetect	bugfix(cpudetect): Fix issues caused by broken memory benchmark value (#1409)		Core;GeneralsMD	14
3a58ec44b	2025-08-03	bugfix	object	bugfix(object): Fix crash when an object is created with veterancy and an upgrade that applies a terrain decal (#1359)		GeneralsMD	2
6ad992fd0	2025-08-03	bugfix	controls	bugfix(controls): Fix double-press group selection logic not reselecting deselected groups (#1355)		GeneralsMD	6
4a9bc10cd	2025-08-02	docs	file	docs(file): Fix incorrect comment in File class flags (#1403)		Core	1
3b5d29804	2025-08-02	refactor	specialpower	refactor(specialpower): Clean up ParticleUplinkCannonUpdate::initiateIntentToDoSpecialPower (#1402)		GeneralsMD	2
88b545ec6	2025-08-02	bugfix	controls	bugfix(controls): Fix and improve next idle worker selection with contained workers (#1338)		Core;GeneralsMD	6
d04210442	2025-08-02	fix	cpudetect	fix(cpudetect): Fix version and memory detection (#1393)		Core	2
31f3a5c60	2025-08-02	fix	debug	fix(debug): Fix Release debug logging in tools (#1397)		Core;GeneralsMD	6
e06f59823	2025-08-02	bugfix	gametext	bugfix(gametext): Prevent crashing in WorldBuilder, MapCacheBuilder by moving updateWindowTitle() out of GameText class (#1396)		GeneralsMD	4
e89b48e0d	2025-08-02	ci	build	ci(build): Ensure runner uses windows-2022 image for build jobs (#1405)			1
6488c9076	2025-07-31	bugfix	asciistring	bugfix(asciistring): Fix thread unsafe reference counting of AsciiString (#1395)		GeneralsMD	1
94fe5e5ac	2025-07-30	feat	file	feat(file): Add flush function to LocalFile (#1385)		Core	5
9aa57e8f2	2025-07-30	refactor	debug	refactor(debug): Rename and simplify GetAsciiNetCommandType() (#1377)		GeneralsMD	14
3e7d7834c	2025-07-30	fix	utility	fix(utility): Fix edge case behavior of vsnprintf, vswprintf for VC6 builds (#1375)			1
4dc13d01d	2025-07-30	fix	script	fix(script): Fix using uninitialized memory 'mask' in getHumanPlayerMask() (#1114)		GeneralsMD	2
fba5df787	2025-07-29	tweak	gui	tweak(gui): Disable the combo box for the host's player name (#1368)		GeneralsMD	4
7d6845f4f	2025-07-29	tweak	debug	tweak(debug): Add more headless checks in preparation for the CI Replay Check (#1382)		Core;GeneralsMD	3
4e4b73188	2025-07-28	fix	debug	fix(debug): Fix copypasta in Debug.cpp (#1380)		GeneralsMD	2
7dd14c7c5	2025-07-28	tweak	scrolling	tweak(scrolling): Enable edge scrolling in windowed mode (#1362)		GeneralsMD	2
1969d0a13	2025-07-28	feat	audio	feat(audio): Implement 'MoneyTransactionVolume' option to modify the volume of money deposit and withdraw audio events (#1353)		Core;GeneralsMD	10
0dd58aad5	2025-07-28	bugfix	behavior	bugfix(behavior): Fix wrong and unsafe logic in CountermeasuresBehavior::calculateCountermeasureToDivertTo() (#1367)		GeneralsMD	1
51a349464	2025-07-28	refactor	audio	refactor(audio): Replace some index values with enum values in AudioManager (#1364)		Core	2
3574fdd39	2025-07-28	refactor	audio	refactor(audio): Remove unused audio fields in GlobalData (#1357)		GeneralsMD	6
c2403d3b4	2025-07-28	bugfix	audio	bugfix(audio): Fix muted audio after regaining window focus (#1363)		Core	1
567e6002d	2025-07-28	build	debug	build(debug): Fix GeneralsMD debug compile error when logging is turned off (#1372)	ZH-24	GeneralsMD	2
421c62721	2025-07-27	fix	debug	fix(debug): Avoid theoretical memory corruptions in debug functions (#1371)		GeneralsMD	2
2e6ede0c0	2025-07-27	bugfix	debug	bugfix(debug): Fix memory corruption in DebugCrash() (#1371)		GeneralsMD	2
fef52517a	2025-07-27	build	debug	build(debug): Add CMake option to generate full debug information for VC6 builds (#1370)			2
ea6a86873	2025-07-27	feat	filesystem	feat(filesystem): Implement custom buffer options for File::open() (#1301)		Core	17
4e23a3e4f	2025-07-27	refactor	filesystem	refactor(filesystem): Put file existence cache behind ENABLE_FILESYSTEM_EXISTENCE_CACHE macro (#1295)		Core	3
66c4e8f11	2025-07-27	fix	ai	fix(ai): Fix memory leaks in AIGuard states (#1350)	ZH-24	GeneralsMD	10
ebe14da81	2025-07-27	fix	options	fix(options): Fix System Time and Game Time settings not loading and applying correctly (#1349)		GeneralsMD	2
c01d6960b	2025-07-27	fix	log	fix(log): Fix missing debug log arguments (#1325)		Core;GeneralsMD	13
c07a276c5	2025-07-24	other		[CORE] Simplify how audio settings are accessed in AudioManager (#1354)		Core	1
2d20bcce7	2025-07-24	other		[CORE] Improve audio file lookup in AudioEventRTS::adjustForLocalization() (#1336)		Core	1
62d54eb44	2025-07-22	other		Remove some superfluous files from game folders (#1331)		GeneralsMD	3
f70a1ed8d	2025-07-22	other		[GEN][ZH] Scale intro videos to maintain their original aspect ratio (#1329)		GeneralsMD	8
dd2a936df	2025-07-22	other		[GEN][ZH] Implement the 'Ignore Prerequisites', 'Instant Build', 'Free Build' and 'Give all Sciences' debug commands for Multiplayer (#1314)		GeneralsMD	8
59479c068	2025-07-22	other		[GEN][ZH] Add default key mappings for the 'Ignore Prerequisites' and 'Free Build' debug commands (#1313)		GeneralsMD	2
7035ac40a	2025-07-22	other		[GEN][ZH] Finalize the implementation for the 'Free Build' debug command (#1312)		GeneralsMD	2
ebec03f5f	2025-07-22	other		[ZH] Fix broken money deposit and withdraw audio and academy income record (#1311)		GeneralsMD	1
09ca272e3	2025-07-22	other		[GEN][ZH] Fix tunnel contain crashes due to uninitialized tunnel systems (#1310)		GeneralsMD	4
096dd0e30	2025-07-21	other		[CORE] Move Audio files to Core (#1330)		Core;GeneralsMD	58
10c12859b	2025-07-22	other		[CORE] Move AsciiString, UnicodeString files to Core (#1328)		Core;GeneralsMD	11
8f73d9e26	2025-07-22	other		[GEN][ZH] Remove unnecessary ParticleSystem null tests in ParticleSystemManager (#1322)		GeneralsMD	2
d83fca117	2025-07-22	other		[GEN][ZH] Improve product title information for Window title, Options Menu (and Main Menu) (#1309)		GeneralsMD	10
4cc109ad5	2025-07-22	other		[GEN][ZH] Remove bogus calls to memset (#1323)		GeneralsMD	4
1a785ff24	2025-07-22	other		[GEN][ZH] Fix crash within Team::killTeam() caused by the neutral player having no player template (#1221)		GeneralsMD	2
4c6915641	2025-07-21	other		[GEN][ZH] Add a few checks to warn of memory leaks (#1320)		GeneralsMD	9
82e9c9b9b	2025-07-21	other		[GEN][ZH] Add support for selecting structures in teams in World Builder (#1316)		GeneralsMD	2
94b99a7fe	2025-07-20	other		[ZH] Fix RenderObjClass memory leaks in W3DPropBuffer (#1319)		GeneralsMD	1
f4a05b5ac	2025-07-20	other		[GEN][ZH] Fix broken Player muting for Observer (#1307)		GeneralsMD	2
edb06143a	2025-07-20	other		[CORE] Fix unsafe logic in FileSystem regarding closing and deleting files (#1303)		Core	9
143673a4f	2025-07-20	other		[GEN][ZH] Prevent crash upon beacon removal in GameLogic::logicMessageDispatcher() (#1065)		GeneralsMD	2
fbd4468fa	2025-07-20	other		[GEN][ZH] Double scroll amount for RMB, edge and keyboard scrolling (#1288)		GeneralsMD	2
a1d23478a	2025-07-20	other		[GEN][ZH] No longer adjust the power level for disabled Power Plants that are still under construction (#1302)		GeneralsMD	2
3f85acb61	2025-07-20	other		[GEN][ZH] Enable Chat for Observers (#864)		GeneralsMD	2
5071e86e5	2025-07-20	other		[GEN][ZH] Fix Diplomacy Screen, Tooltips and Chat not working after surrender (#1306)		GeneralsMD	2
3eda4bae1	2025-07-19	other		[CORE] Reduce cost of XferCRC::xferImplementation by 60% (#1228)		Core	2
34773200e	2025-07-10	other		[GEN][ZH] Add ui messages for more debug commands (#1258)		GeneralsMD	2
3f38b20f1	2025-07-10	other		[GEN][ZH] Add localization labels to ui messages for debug commands (#1258)		GeneralsMD	10
18d8a82c4	2025-07-18	other		[CORE] Enable and improve buffered IO in LocalFile to reduce its cost by up to 90% (#1299)		Core	3
e6339f011	2025-07-17	other		[GEN][ZH] Fix instant money drop on USA Supply Drop Zone completion when subdued while under construction (#1281)		GeneralsMD	2
11f49dbec	2025-07-17	other		[GEN][ZH] Fix China Hackers unnecessarily packing and unpacking when ordered to hack while already hacking (#1280)		GeneralsMD	2
16c50f7fa	2025-07-16	other		[GEN][ZH] Do not pause Replay playback on CRC mismatch if a Game Window has input focus (#1294)		GeneralsMD	2
8821d8c5a	2025-07-16	other		[GEN][ZH] Fix Hero Radar icon garrison issues introduced by #1035 (#1267)		GeneralsMD	8
c1903b6e6	2025-07-16	other		[GEN][ZH] Fix up the right mouse button scrolling to properly normalize its movement and correctly apply the Scroll Speed modifier (#1244)		GeneralsMD	2
adf9ddeb4	2025-07-14	other		[CORE] Move File System files to Core (#1279)	ZH-01	Core;GeneralsMD	63
f17504c30	2025-07-13	other		[GEN][ZH] Unify File System code (#1279)		GeneralsMD	7
4e1aa51be	2025-07-16	other		[GEN][ZH] Fix incorrect garrison points debug assert hit in Shell Map (#1293)		GeneralsMD	2
a86ed9831	2025-07-16	other		[GEN][ZH] Generate git version information and print it in the Game Window title, Options Menu (and Main Menu) (#1219)		Core;GeneralsMD	19
8bd0bcf8e	2025-07-16	other		[GEN][ZH] Reduce cost of GameMessage::getCommandTypeAsString by 70% (#1259)		GeneralsMD	16
a81dba091	2025-07-15	other		[GEN][ZH] Fix Null Memory Manager issues introduced by #1275 (#1289)		GeneralsMD	4
106f21771	2025-07-14	other		[GEN][ZH] Fix assertion errors on game launch with MEMORYPOOL_INTENSE_VERIFY (#1276)		GeneralsMD	2
9c8b539d6	2025-07-14	other		[GEN][ZH] Fix Memory Manager initialization issues (#1275)		GeneralsMD	6
e5110b67b	2025-07-14	other		[CORE] Make game compile in VS2019 (#1272)		Core	1
760554649	2025-07-14	other		[GEN][ZH] Fix use of invalidated iterator in ScriptEngine::reset() (#1273)		GeneralsMD	2
2e69d53cf	2025-07-14	other		[GEN][ZH] Fix assert about using uninitialized garrison points when entering a structure for the first time (#783)		GeneralsMD	4
d11ecb909	2025-07-14	other		[GEN][ZH] Simplify repeated calls to removeLastChar with new truncate and trim methods (#1257)	ZH-25	GeneralsMD	45
68576e72c	2025-07-13	other		[GEN][ZH] Fix multiplayer mismatch on surrender in team games when owning a base structure that has been cleared of infantry before (#546)		GeneralsMD	2
45bac4b18	2025-07-13	other		[GEN][ZH] Fix and remove Scroll Speed limits (#1262)		GeneralsMD	2
27f706300	2025-07-13	other		[GEN][ZH] Implement System Time and Game Time display (#1170)		GeneralsMD	14
1b1f576be	2025-07-12	other		[GEN][ZH] Implement DEBUG_LOG_RAW, DEBUG_LOG_LEVEL_RAW for raw string logging (#1232)	ZH-04;ZH-24	GeneralsMD	37
630e921cf	2025-07-05	other		Add python script for removing trailing CR LF from debug logging strings (#1232)			1
353e74a4f	2025-07-05	other		[GEN][ZH] Polish debug logging strings by hand (#1232)	ZH-24	Core;GeneralsMD	31
964928848	2025-07-05	other		[GEN][ZH] Remove trailing CR LF from debug logging strings by hand (#1232)	ZH-02;ZH-14;ZH-15;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	88
1c131b3d2	2025-07-05	other		[GEN][ZH] Remove trailing LF from SHATTER_DEBUG_SAY, DBGMSG, DOUBLE_DEBUG, PERF_LOG, CRCGEN_LOG, STATECHANGED_LOG, PING_LOG, BONEPOS_LOG strings with script (#1232)	ZH-24	Core;GeneralsMD	24
344839fdf	2025-07-05	other		[GEN][ZH] Remove trailing CR LF from WWASSERT_PRINT strings with script (#1232)	ZH-19	Core;GeneralsMD	10
46e88a578	2025-07-05	other		[GEN][ZH] Remove trailing CR LF from WWRELEASE_SAY, SNAPSHOT_SAY strings with script (#1232)	ZH-14	Core;GeneralsMD	17
21e50a0c0	2025-07-05	other		[GEN][ZH] Remove trailing CR LF from WWDEBUG_SAY strings with script (#1232)	ZH-01;ZH-19	Core;GeneralsMD	87
856333cce	2025-07-05	other		[GEN][ZH] Remove trailing LF from RELEASE_CRASH, RELEASE_CRASHLOCALIZED strings with script (#1232)		GeneralsMD	6
7098e3b5f	2025-07-05	other		[GEN][ZH] Remove trailing LF from DEBUG_ASSERTCRASH strings with script (#1232)	ZH-02;ZH-04;ZH-08;ZH-15;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	268
37eab1613	2025-07-05	other		[GEN][ZH] Remove trailing LF from DEBUG_ASSERTLOG strings with script (#1232)	ZH-03;ZH-04;ZH-08;ZH-15;ZH-19;ZH-24	GeneralsMD	66
2264f3578	2025-07-07	other		[GEN][ZH] Remove trailing LF from DEBUG_CRASH strings with script (#1232)	ZH-02;ZH-04;ZH-15;ZH-18;ZH-19;ZH-24;ZH-25	Core;GeneralsMD	241
7c4864a0f	2025-07-07	other		[GEN][ZH] Remove trailing LF from DEBUG_LOG, DEBUG_LOG_LEVEL strings with script (#1232)	ZH-01;ZH-02;ZH-03;ZH-04;ZH-08;ZH-15;ZH-19;ZH-20;ZH-24	Core;GeneralsMD	424
7ee40d6e6	2025-07-05	other		[GEN][ZH] Automatically add trailing new lines in debug log messages (#1232)		Core;GeneralsMD	9
808017eef	2025-07-12	other		[GEN][ZH] Fix undefined behavior in ThingTemplate::isEquivalentTo (#932)	ZH-15;ZH-19;ZH-24;ZH-25	GeneralsMD	14
81096141a	2025-07-12	other		[GEN][ZH] Enable Control Bar toggle for Replay playback and match observers (#854)		GeneralsMD	4
0a97cd0c5	2025-07-11	other		[GEN][ZH] Show the System Maps tab in World Builder without RTS_DEBUG (#1191)		GeneralsMD	4
53c4a7813	2025-07-11	other		[GEN][ZH] Fix black terrain in World Builder without RTS_DEBUG (#1190)	ZH-19	Core;GeneralsMD	24
a6f765510	2025-07-11	other		[GEN][ZH] Fix ThingTemplate copying to prevent multiplayer mismatch with original Shell Map and custom Maps (#1234)		GeneralsMD	8
9527b5438	2025-07-09	other		[GEN][ZH] Make viewport scroll speed frame rate independent (#1026)		GeneralsMD	10
1a8475d76	2025-07-09	other		[GEN][ZH] Fix object deselection logic in BuildAssistant::sellObject() (#1216)		GeneralsMD	2
321ff1113	2025-07-09	other		[GEN][ZH] Fix VTune GameDataDebug.ini field parse error introduced by #1231 (#1245)		GeneralsMD	10
598955835	2025-07-08	other		[ZH] Fix multiplayer mismatch in a new game after exiting the previous game while a player was power sabotaged (#1238)		GeneralsMD	1
25ea18cb7	2025-07-08	other		[GEN][ZH] Fix Hero Radar issues introduced by #1035 (#1240)		GeneralsMD	8
26bc2ca78	2025-07-05	other		Add python script for automatic RTS_INTERNAL removals (#1231)			1
4b6a0a1b5	2025-07-05	other		[CMAKE] Remove RTS_BUILD_OPTION_INTERNAL (#1231)			2
7909aeebf	2025-07-05	other		[GEN][ZH] Remove or repurpose RTS_INTERNAL specific code (#1231)	ZH-15;ZH-19;ZH-24	Core;GeneralsMD	34
b342328ae	2025-07-05	other		[GEN][ZH] Remove obsolete conditions for RTS_INTERNAL (#1231)	ZH-01;ZH-08;ZH-15;ZH-18;ZH-19;ZH-20;ZH-24;ZH-25	Core;GeneralsMD	281
79f8e9aac	2025-07-05	other		[GEN][ZH] Remove all RTS_INTERNAL epilogues (#1231)	ZH-01;ZH-02;ZH-03;ZH-04;ZH-08;ZH-15;ZH-17;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	622
477be268a	2025-07-06	other		[GEN][ZH] Fix game crash in MissileLauncherBuildingUpdate::initiateIntentToDoSpecialPower() (#1218)		GeneralsMD	4
b4a4c74f7	2025-07-06	other		[GEN][ZH] Decouple tree, water and wave movements from client FPS (#1227)		GeneralsMD	6
d8af37243	2025-07-05	other		[GEN][ZH] Fix heap-use-after-free in W3DRadar::drawHeroIcon() (#1035)		Core;GeneralsMD	17
c14b5ae50	2025-07-05	other		[GEN][ZH] Fix beacon mouse cursor not showing while nothing is selected (#1185)		GeneralsMD	2
c504d4df7	2025-07-05	other		[GEN][ZH] Prevent reading invalid data from 'nti', 'm_teams' in TeamsInfoRec::addTeam() (#1122)		GeneralsMD	2
70d87f555	2025-07-02	other		[GEN][ZH] Fix new/delete mismatches in tools (#1223)		Core;GeneralsMD	3
30c2289e6	2025-07-02	other		[GEN][ZH] Fix crash when using a Civilian Ferry that has no waypoint path (#1222)		GeneralsMD	2
ee9debf31	2025-07-02	other		Add CONTRIBUTING document (#548)			1
b3f86e411	2025-07-02	other		[CMAKE] Fix PDB size bloat in unoptimized builds (#1183)			1
6f9846937	2025-07-02	other		[CMAKE] Enable multithreaded compilation for VC6 builds (#1169)			3
3bda27a02	2025-07-01	other		[GEN][ZH] Refactor implemention for Shell recreation on Display Resolution change (#1031)		GeneralsMD	10
99a5bc577	2025-07-01	other		[GEN][ZH] Fix AIGroup memory management and leaks (#1214)	ZH-24	Core;GeneralsMD	25
1ebce0798	2025-07-01	other		[GEN][ZH] Prevent game crash when a player is selected in Replay playback (#1212)		GeneralsMD	2
